reservation_id,customer_id,room_id,booking_channel_id,payment_type_id,date_key,stay_length,total_services_used,total_service_amount,amount,rating
1068,16,12,1,1,20240406,5,3,2300.0,4300.0,2.0
1069,36,8,2,2,20240812,2,1,600.0,1000.0,
1070,46,13,4,1,20241221,4,1,400.0,2000.0,3.0
1071,18,7,2,3,20240518,3,3,2850.0,3450.0,5.0
1072,2,6,3,1,20240802,1,0,0.0,200.0,2.0
1073,30,8,4,3,20240506,3,0,0.0,600.0,2.0
1074,15,24,1,1,20240426,3,0,0.0,1800.0,
1075,16,27,1,1,20240601,2,0,0.0,1200.0,3.0
1076,5,27,4,1,20240829,7,2,1500.0,5700.0,
1077,45,30,2,2,20241031,7,0,0.0,4200.0,5.0
1078,25,10,1,1,20240811,6,0,0.0,1200.0,3.0
1079,34,10,3,2,20240822,1,0,0.0,200.0,3.0
1080,39,22,1,1,20240830,5,2,1000.0,4000.0,
1081,27,7,1,3,20241203,5,3,2800.0,3800.0,4.0
1082,22,16,3,1,20240222,1,1,300.0,700.0,1.0
1083,15,25,3,1,20241221,7,3,1450.0,5650.0,2.0
1084,49,30,4,1,20240428,6,2,1350.0,4950.0,1.0
1085,22,18,2,1,20240611,4,0,0.0,1600.0,3.0
1086,39,29,3,1,20241101,7,2,1300.0,5500.0,
1087,18,4,2,3,20240601,2,3,1200.0,1600.0,2.0
1088,40,5,4,1,20240614,2,2,2300.0,2700.0,3.0
1089,5,12,2,2,20240617,1,0,0.0,400.0,3.0
1090,29,12,3,1,20241018,7,0,0.0,2800.0,
1091,30,8,3,1,20240331,2,0,0.0,400.0,4.0
1092,46,13,1,2,20240204,6,1,1500.0,3900.0,1.0
1093,20,28,4,2,20240809,5,2,1250.0,4250.0,
1094,12,14,1,1,20240503,6,1,2500.0,4900.0,4.0
1095,28,5,4,1,20240130,3,1,200.0,800.0,
1096,45,26,4,3,20240310,1,0,0.0,600.0,
1097,13,19,2,3,20240718,2,1,400.0,1200.0,
1098,48,10,3,3,20240602,1,0,0.0,200.0,1.0
1099,15,26,4,3,20240927,7,3,1200.0,5400.0,5.0
1100,13,21,1,2,20240611,4,3,1250.0,3650.0,
1101,9,16,3,2,20240421,1,1,1000.0,1400.0,
1102,25,20,1,1,20240624,3,0,0.0,1200.0,
1103,48,15,3,2,20241201,7,0,0.0,2800.0,4.0
1104,8,5,4,1,20240315,4,3,1050.0,1850.0,
1105,50,10,4,3,20241225,2,0,0.0,400.0,2.0
1106,18,16,4,3,20240427,3,2,1300.0,2500.0,
1107,35,24,2,3,20241210,2,3,2050.0,3250.0,3.0
1108,4,1,1,3,20240414,5,1,450.0,1450.0,2.0
1109,15,24,1,3,20240506,6,0,0.0,3600.0,1.0
1110,11,23,1,2,20240910,1,3,1900.0,2500.0,5.0
1111,28,11,3,1,20240918,5,3,2000.0,4000.0,
1112,20,1,1,1,20241210,4,1,450.0,1250.0,5.0
1113,5,14,4,1,20241002,6,2,1100.0,3500.0,5.0
1114,19,25,2,2,20240902,4,1,100.0,2500.0,2.0
1115,46,13,2,3,20240628,4,0,0.0,1600.0,
1116,17,27,4,1,20240305,6,3,1450.0,5050.0,1.0
1117,30,12,4,1,20240329,5,2,1800.0,3800.0,
1118,18,29,4,3,20240515,5,2,1200.0,4200.0,5.0
1119,22,22,4,2,20240903,6,2,1900.0,5500.0,
1120,8,13,3,2,20240313,2,3,1000.0,1800.0,
1121,30,24,2,3,20240714,1,1,800.0,1400.0,
1122,11,19,2,1,20240711,7,2,3500.0,6300.0,4.0
1123,25,9,3,2,20240801,1,2,2600.0,2800.0,4.0
1124,32,6,4,3,20240719,4,2,600.0,1400.0,
1125,36,6,4,3,20241224,2,1,100.0,500.0,
1126,50,29,2,3,20240504,4,0,0.0,2400.0,
1127,26,13,4,2,20240724,5,3,3150.0,5150.0,3.0
1128,45,24,1,2,20240613,3,2,2100.0,3900.0,4.0
1129,38,21,1,1,20240501,3,2,3300.0,5100.0,4.0
1130,16,1,3,1,20240703,5,2,1550.0,2550.0,5.0
1131,29,30,3,2,20240121,4,3,1350.0,3750.0,3.0
1132,6,1,2,2,20240515,3,0,0.0,600.0,4.0
1133,12,5,1,2,20240702,1,3,1550.0,1750.0,2.0
1134,32,15,3,1,20240222,7,2,1800.0,4600.0,
1135,39,11,4,3,20241224,4,2,2600.0,4200.0,3.0
1136,25,3,3,2,20240623,4,1,300.0,1100.0,1.0
1137,15,30,3,2,20240902,3,0,0.0,1800.0,4.0
1138,23,13,2,2,20240626,1,3,950.0,1350.0,
1139,22,29,2,3,20240221,7,3,2000.0,6200.0,
1140,8,15,1,3,20240928,2,2,2900.0,3700.0,1.0
1141,14,6,3,3,20240409,6,2,1400.0,2600.0,
1142,33,26,3,3,20241024,5,1,500.0,3500.0,4.0
1143,26,8,1,2,20241017,6,3,2200.0,3400.0,2.0
1144,33,1,4,2,20241205,1,2,1050.0,1250.0,
1145,42,10,4,2,20240302,6,3,1100.0,2300.0,2.0
1146,31,23,4,1,20240914,6,3,2650.0,6250.0,
1147,34,11,1,2,20241021,2,3,2850.0,3650.0,
1148,43,12,1,3,20241223,7,3,1050.0,3850.0,
1149,27,8,2,3,20241016,7,2,2950.0,4350.0,2.0
1150,1,22,2,1,20240627,4,0,0.0,2400.0,5.0
1151,48,10,4,3,20240330,1,2,1100.0,1300.0,
1152,13,21,3,3,20240427,2,1,400.0,1600.0,
1153,8,3,4,1,20240409,6,1,450.0,1650.0,
1154,5,21,3,1,20240509,2,3,1050.0,2250.0,3.0
1155,15,3,2,3,20240513,2,2,1800.0,2200.0,
1156,18,29,2,2,20240103,4,2,500.0,2900.0,1.0
1157,23,14,3,3,20241223,6,0,0.0,2400.0,5.0
1158,29,2,2,1,20240816,5,3,2150.0,3150.0,
1159,47,19,2,2,20240113,3,0,0.0,1200.0,
1160,41,28,4,2,20240126,5,1,400.0,3400.0,
1161,46,2,4,3,20240811,2,2,650.0,1050.0,5.0
1162,4,18,1,3,20240107,7,0,0.0,2800.0,3.0
1163,21,14,2,1,20240925,3,2,1100.0,2300.0,4.0
1164,10,2,2,2,20241119,5,1,750.0,1750.0,1.0
1165,49,19,2,2,20240328,6,3,3200.0,5600.0,2.0
1166,21,25,1,1,20241207,4,1,400.0,2800.0,4.0
1167,9,3,4,1,20241025,4,0,0.0,800.0,
1168,34,14,3,2,20241129,1,3,1050.0,1450.0,1.0
1169,30,7,4,1,20240727,6,3,2000.0,3200.0,
1170,15,16,1,3,20240503,2,2,1150.0,1950.0,2.0
1171,43,1,4,1,20241207,7,3,1800.0,3200.0,2.0
1172,37,12,4,2,20240312,7,1,450.0,3250.0,
1173,4,22,3,3,20240504,2,0,0.0,1200.0,1.0
1174,9,7,3,2,20240727,1,2,2800.0,3000.0,1.0
1175,5,2,1,3,20240303,2,0,0.0,400.0,4.0
1176,41,3,2,3,20240515,3,1,2000.0,2600.0,1.0
1177,28,27,3,3,20240826,2,0,0.0,1200.0,
1178,3,23,4,2,20240403,3,1,400.0,2200.0,3.0
1179,11,23,3,3,20240627,1,1,2500.0,3100.0,
1180,27,22,1,1,20240301,4,1,1000.0,3400.0,5.0
1181,8,3,3,1,20241123,6,1,450.0,1650.0,
1182,24,3,3,2,20241028,1,2,850.0,1050.0,5.0
1183,41,17,1,1,20240116,6,3,3200.0,5600.0,1.0
1184,3,7,2,2,20240425,5,3,1850.0,2850.0,
1185,33,7,2,3,20241214,2,2,3100.0,3500.0,4.0
1186,37,20,1,3,20240822,7,0,0.0,2800.0,3.0
1187,34,7,3,3,20241114,1,1,150.0,350.0,3.0
1188,27,25,4,2,20240516,6,2,600.0,4200.0,
1189,14,21,3,1,20240916,4,3,950.0,3350.0,5.0
1190,17,26,4,1,20240602,4,2,3000.0,5400.0,5.0
1191,43,26,3,1,20241028,4,3,2750.0,5150.0,2.0
1192,20,3,1,1,20240303,1,0,0.0,200.0,2.0
1193,29,6,3,3,20240818,1,2,1050.0,1250.0,2.0
1194,46,30,2,3,20241024,3,1,400.0,2200.0,4.0
1195,50,6,3,1,20240102,3,2,400.0,1000.0,
1196,17,8,3,1,20240927,2,0,0.0,400.0,
1197,3,6,3,3,20240929,7,0,0.0,1400.0,1.0
1198,22,20,3,1,20240319,6,3,1850.0,4250.0,
1199,18,21,2,3,20240927,1,2,400.0,1000.0,1.0
1200,31,2,4,1,20240307,7,0,0.0,1400.0,4.0
1201,7,24,1,1,20240806,3,1,750.0,2550.0,4.0
1202,46,15,1,2,20240411,3,1,2500.0,3700.0,
1203,47,24,2,2,20240826,7,3,1450.0,5650.0,
1204,18,29,1,3,20240711,4,0,0.0,2400.0,
1205,18,4,1,3,20240105,5,0,0.0,1000.0,4.0
1206,8,12,3,1,20240322,3,2,950.0,2150.0,
1207,12,25,3,1,20240210,6,1,1000.0,4600.0,
1208,46,11,2,3,20240606,7,0,0.0,2800.0,
1209,31,3,2,1,20240209,7,0,0.0,1400.0,3.0
1210,14,9,1,3,20240406,5,1,400.0,1400.0,
1211,14,4,3,3,20240919,7,1,1000.0,2400.0,1.0
1212,27,27,3,3,20241210,1,2,1200.0,1800.0,2.0
1213,50,30,3,2,20240627,7,3,2350.0,6550.0,3.0
1214,48,3,4,2,20241008,5,0,0.0,1000.0,3.0
1215,50,29,3,2,20240512,6,0,0.0,3600.0,3.0
1216,36,9,4,3,20240601,3,3,2050.0,2650.0,
1217,12,10,1,2,20240601,1,1,500.0,700.0,3.0
1218,42,8,1,2,20241005,6,0,0.0,1200.0,2.0
1219,15,21,2,3,20240208,7,3,1300.0,5500.0,1.0
1220,2,19,2,3,20240816,5,1,150.0,2150.0,2.0
1221,48,7,1,3,20240528,6,2,2000.0,3200.0,1.0
1222,23,21,1,1,20240425,5,2,650.0,3650.0,5.0
1223,30,28,1,1,20240808,5,0,0.0,3000.0,
1224,27,19,2,1,20240625,4,2,1250.0,2850.0,
1225,3,15,4,3,20240211,7,2,1300.0,4100.0,5.0
1226,47,12,4,2,20240916,6,2,2000.0,4400.0,2.0
1227,7,19,2,2,20240720,5,3,2300.0,4300.0,5.0
1228,33,2,3,3,20240903,6,2,550.0,1750.0,
1229,8,4,4,3,20241225,3,1,1000.0,1600.0,2.0
1230,8,23,3,1,20240313,5,2,1100.0,4100.0,
1231,25,8,4,1,20240910,6,0,0.0,1200.0,1.0
1232,17,26,3,1,20240402,3,2,1100.0,2900.0,
1233,32,20,1,3,20240223,7,3,1200.0,4000.0,1.0
1234,37,13,1,2,20240620,5,0,0.0,2000.0,2.0
1235,44,8,4,1,20240506,1,2,1900.0,2100.0,
1236,46,26,3,1,20240113,7,3,1850.0,6050.0,3.0
1237,36,28,4,2,20240812,2,1,500.0,1700.0,
1238,17,4,1,1,20240830,5,3,1950.0,2950.0,
1239,48,28,2,2,20240501,5,0,0.0,3000.0,
1240,34,1,4,2,20240207,3,3,3150.0,3750.0,1.0
1241,6,4,2,1,20240609,6,2,650.0,1850.0,3.0
1242,47,13,4,2,20241208,6,0,0.0,2400.0,
1243,9,21,1,3,20241103,4,1,1000.0,3400.0,5.0
1244,13,2,2,2,20241206,7,0,0.0,1400.0,5.0
1245,22,22,4,1,20240721,6,1,500.0,4100.0,
1246,25,27,4,3,20240425,7,0,0.0,4200.0,2.0
1247,13,14,4,1,20241004,7,2,550.0,3350.0,
1248,32,25,1,2,20241023,3,1,1000.0,2800.0,4.0
1249,18,17,4,1,20240220,4,1,200.0,1800.0,
1250,35,25,3,1,20240606,2,1,800.0,2000.0,
1251,38,8,3,2,20240704,2,3,1950.0,2350.0,2.0
1252,48,9,2,3,20240607,5,1,150.0,1150.0,4.0
1253,3,19,2,2,20240511,1,1,300.0,700.0,
1254,48,10,4,3,20240705,2,1,400.0,800.0,5.0
1255,50,30,3,1,20240422,7,0,0.0,4200.0,2.0
1256,21,4,2,1,20241105,4,1,200.0,1000.0,5.0
1257,2,25,1,3,20240220,5,1,200.0,3200.0,4.0
1258,31,23,4,3,20240530,7,1,300.0,4500.0,
1259,21,1,4,1,20240626,3,2,3100.0,3700.0,3.0
1260,31,18,1,2,20240122,4,3,3000.0,4600.0,2.0
1261,15,20,2,3,20240303,4,0,0.0,1600.0,2.0
1262,27,8,1,3,20240205,3,0,0.0,600.0,
1263,47,26,2,3,20240825,6,1,2500.0,6100.0,
1264,1,4,3,1,20241004,7,1,100.0,1500.0,
1265,16,8,1,1,20240604,3,1,1000.0,1600.0,1.0
1266,36,20,1,2,20241229,5,1,150.0,2150.0,
1267,37,29,2,1,20240609,5,3,1550.0,4550.0,
1268,1,27,4,2,20240615,5,1,200.0,3200.0,1.0
1269,43,29,3,1,20240910,4,1,750.0,3150.0,5.0
1270,22,6,4,2,20240608,6,1,2500.0,3700.0,1.0
1271,44,5,2,3,20240213,4,1,400.0,1200.0,
1272,9,27,4,3,20240114,7,1,600.0,4800.0,1.0
1273,36,17,3,3,20241203,6,0,0.0,2400.0,
1274,18,16,4,2,20240110,4,3,1600.0,3200.0,1.0
1275,48,15,4,2,20240601,3,2,1100.0,2300.0,1.0
1276,30,18,4,3,20240803,5,3,2900.0,4900.0,
1277,15,27,3,1,20240607,2,3,2150.0,3350.0,5.0
1278,20,15,4,2,20240412,4,3,1700.0,3300.0,
1279,17,15,1,3,20240621,2,3,1650.0,2450.0,
1280,11,18,2,1,20240920,3,1,1000.0,2200.0,
1281,5,3,2,2,20240607,3,0,0.0,600.0,2.0
1282,28,19,1,2,20240214,4,1,400.0,2000.0,3.0
1283,40,27,1,3,20240109,2,0,0.0,1200.0,5.0
1284,48,12,3,1,20240825,5,3,950.0,2950.0,
1285,37,8,1,1,20240118,7,0,0.0,1400.0,
1286,47,17,2,3,20240712,6,2,700.0,3100.0,5.0
1287,19,28,3,2,20240205,6,3,3300.0,6900.0,1.0
1288,8,12,1,1,20240611,7,3,3200.0,6000.0,2.0
1289,23,22,1,1,20241104,2,2,1900.0,3100.0,4.0
1290,24,3,2,3,20241114,4,3,1850.0,2650.0,3.0
1291,40,17,2,1,20240712,3,0,0.0,1200.0,
1292,38,7,4,3,20240422,7,1,200.0,1600.0,1.0
1293,1,13,2,2,20241225,4,0,0.0,1600.0,2.0
1294,42,21,2,2,20241108,5,0,0.0,3000.0,4.0
1295,48,26,3,3,20240925,1,0,0.0,600.0,3.0
1296,24,30,2,2,20241222,1,3,3000.0,3600.0,
1297,22,1,4,2,20241214,7,1,450.0,1850.0,
1298,32,23,2,1,20240524,5,1,500.0,3500.0,
1299,9,18,2,1,20240119,2,2,3250.0,4050.0,5.0
1300,38,12,3,3,20240824,4,2,2100.0,3700.0,1.0
1301,34,25,4,2,20240719,7,2,400.0,4600.0,2.0
1302,40,20,4,1,20240308,5,0,0.0,2000.0,4.0
1303,31,24,3,3,20240526,4,0,0.0,2400.0,3.0
1304,20,4,2,1,20240407,1,0,0.0,200.0,5.0
1305,7,2,4,1,20240331,5,1,100.0,1100.0,4.0
1306,29,22,2,2,20240811,7,2,1000.0,5200.0,
1307,41,12,3,3,20240313,1,0,0.0,400.0,1.0
1308,37,16,2,3,20241027,4,2,950.0,2550.0,
1309,43,7,4,3,20240711,5,3,2200.0,3200.0,
1310,13,3,1,3,20240604,3,1,500.0,1100.0,
1311,28,9,4,2,20240227,4,0,0.0,800.0,
1312,17,24,4,2,20241230,5,1,400.0,3400.0,5.0
1313,17,1,1,2,20241107,6,2,1000.0,2200.0,2.0
1314,8,22,4,1,20240916,7,0,0.0,4200.0,
1315,12,11,2,1,20240712,2,3,1150.0,1950.0,1.0
1316,33,25,4,2,20240618,4,1,500.0,2900.0,3.0
1317,3,24,4,3,20241126,4,2,3000.0,5400.0,
1318,19,13,3,3,20241110,5,2,950.0,2950.0,3.0
1319,34,30,2,2,20240512,3,2,850.0,2650.0,
1320,47,16,4,1,20241014,2,1,150.0,950.0,1.0
1321,36,15,3,3,20240905,1,0,0.0,400.0,5.0
1322,28,30,1,1,20240223,3,2,1600.0,3400.0,2.0
1323,11,14,2,1,20240717,1,3,1050.0,1450.0,5.0
1324,44,25,1,2,20240329,2,0,0.0,1200.0,
1325,12,22,2,2,20241206,2,3,3200.0,4400.0,
1326,49,7,3,3,20240905,5,2,3250.0,4250.0,2.0
1327,1,10,1,1,20240415,2,1,200.0,600.0,
1328,16,6,2,3,20241219,5,3,2150.0,3150.0,2.0
1329,41,3,1,2,20240819,1,2,1400.0,1600.0,
1330,43,10,3,3,20240703,2,3,1250.0,1650.0,1.0
1331,29,14,3,2,20240921,2,3,1100.0,1900.0,4.0
1332,24,7,1,3,20241227,2,2,800.0,1200.0,
1333,4,9,2,3,20240809,2,2,1250.0,1650.0,
1334,25,23,2,3,20240201,4,1,600.0,3000.0,3.0
1335,21,20,4,2,20240524,2,0,0.0,800.0,4.0
1336,21,3,1,1,20240213,6,2,1400.0,2600.0,
1337,13,22,4,2,20240807,7,3,2100.0,6300.0,5.0
1338,36,8,4,2,20240510,2,0,0.0,400.0,2.0
1339,15,10,1,2,20240224,2,2,1300.0,1700.0,
1340,25,9,4,1,20240314,1,0,0.0,200.0,5.0
1341,42,16,3,2,20240513,1,0,0.0,400.0,
1342,12,21,1,3,20240609,3,0,0.0,1800.0,
1343,1,16,3,3,20241130,2,3,3150.0,3950.0,
1344,33,23,4,3,20240110,3,3,2800.0,4600.0,5.0
1345,12,13,2,1,20240110,1,0,0.0,400.0,
1346,2,22,2,3,20241112,5,1,750.0,3750.0,4.0
1347,38,8,2,1,20240518,3,2,1650.0,2250.0,
1348,45,23,4,1,20240828,5,1,2500.0,5500.0,
1349,8,13,1,2,20241230,7,3,2800.0,5600.0,
1350,32,11,2,3,20240307,7,3,3100.0,5900.0,
1351,32,27,1,2,20240403,6,0,0.0,3600.0,
1352,8,24,4,1,20240925,6,1,500.0,4100.0,3.0
1353,35,23,3,2,20240130,3,2,2100.0,3900.0,4.0
1354,14,11,2,3,20241012,4,1,400.0,2000.0,2.0
1355,3,17,2,2,20241224,4,3,1600.0,3200.0,
1356,11,22,1,2,20240110,7,0,0.0,4200.0,1.0
1357,46,11,3,2,20240722,4,2,1100.0,2700.0,
1358,4,19,1,2,20241212,3,3,1400.0,2600.0,
1359,19,2,3,1,20240529,6,3,1500.0,2700.0,2.0
1360,43,12,2,1,20240811,2,2,800.0,1600.0,
1361,29,1,1,1,20240913,1,1,2500.0,2700.0,
1362,28,9,4,1,20240802,4,1,500.0,1300.0,2.0
1363,48,12,3,2,20240207,3,1,500.0,1700.0,4.0
1364,39,20,3,1,20240220,4,0,0.0,1600.0,5.0
1365,33,1,3,2,20240122,3,1,150.0,750.0,2.0
1366,16,10,2,1,20240222,7,2,1250.0,2650.0,
1367,45,26,4,2,20240208,6,3,1500.0,5100.0,3.0
1368,39,12,2,1,20240810,2,3,1550.0,2350.0,
1369,35,3,2,1,20240507,5,2,1950.0,2950.0,
1370,42,9,1,2,20240216,3,3,1600.0,2200.0,5.0
1371,7,17,1,3,20240615,3,3,1550.0,2750.0,
1372,13,22,1,1,20240701,2,0,0.0,1200.0,3.0
1373,41,22,3,2,20240929,2,0,0.0,1200.0,2.0
1374,16,24,1,3,20241103,4,3,850.0,3250.0,
1375,44,14,2,3,20241226,6,1,500.0,2900.0,1.0
1376,28,24,3,2,20240102,5,2,1500.0,4500.0,5.0
1377,4,28,4,1,20240622,7,2,1000.0,5200.0,2.0
1378,37,25,1,3,20240622,5,1,500.0,3500.0,
1379,32,26,4,1,20240511,7,1,100.0,4300.0,2.0
1380,26,13,4,3,20240818,2,3,3000.0,3800.0,2.0
1381,38,22,2,1,20240801,3,2,1100.0,2900.0,
1382,14,17,2,3,20240221,6,0,0.0,2400.0,5.0
1383,48,12,3,1,20240117,6,1,200.0,2600.0,
1384,35,22,2,2,20241129,5,1,2500.0,5500.0,
1385,25,23,3,3,20240418,4,2,1800.0,4200.0,
1386,10,11,4,2,20240821,6,0,0.0,2400.0,3.0
1387,50,3,3,1,20240509,5,0,0.0,1000.0,
1388,14,1,3,2,20240306,6,1,500.0,1700.0,
1389,23,28,1,3,20240512,5,1,400.0,3400.0,2.0
1390,9,19,2,1,20240618,6,0,0.0,2400.0,2.0
1391,21,6,1,1,20240925,3,2,1000.0,1600.0,3.0
1392,5,3,2,3,20240918,6,1,100.0,1300.0,
1393,24,27,4,2,20240618,4,0,0.0,2400.0,
1394,50,10,1,1,20240417,2,0,0.0,400.0,4.0
1395,19,18,4,1,20240614,4,2,1300.0,2900.0,2.0
1396,17,18,4,1,20240402,7,1,500.0,3300.0,2.0
1397,25,13,2,1,20240423,6,2,2250.0,4650.0,
1398,8,28,3,2,20240109,4,1,1000.0,3400.0,
1399,13,8,3,2,20240406,3,2,2100.0,2700.0,5.0
1400,48,19,3,1,20241119,5,1,400.0,2400.0,
1401,36,18,4,3,20240406,2,1,600.0,1400.0,1.0
1402,5,27,3,1,20241209,2,3,1400.0,2600.0,
1403,15,20,2,1,20240626,1,3,1950.0,2350.0,2.0
1404,3,1,2,2,20240120,1,1,750.0,950.0,1.0
1405,42,6,1,1,20240131,5,3,2800.0,3800.0,5.0
1406,16,18,4,1,20240415,6,1,500.0,2900.0,2.0
1407,19,24,4,2,20241108,7,3,1350.0,5550.0,2.0
1408,48,6,4,1,20240531,6,3,1850.0,3050.0,
1409,25,19,1,2,20240408,4,1,200.0,1800.0,
1410,30,16,2,2,20241218,6,1,1000.0,3400.0,1.0
1411,16,7,3,1,20240106,7,2,850.0,2250.0,1.0
1412,12,22,2,2,20240323,2,1,400.0,1600.0,2.0
1413,13,25,1,3,20240801,4,2,3250.0,5650.0,2.0
1414,19,26,1,3,20240516,4,1,400.0,2800.0,2.0
1415,12,27,1,1,20240731,1,0,0.0,600.0,4.0
1416,1,14,4,3,20240805,3,2,2800.0,4000.0,4.0
1417,6,14,1,2,20241230,5,2,1550.0,3550.0,1.0
1418,49,29,3,2,20240703,5,0,0.0,3000.0,
1419,30,4,3,1,20240202,2,1,600.0,1000.0,
1420,19,19,1,1,20241002,3,3,1800.0,3000.0,4.0
1421,15,7,2,3,20240603,2,1,2000.0,2400.0,5.0
1422,48,8,4,2,20240718,6,0,0.0,1200.0,5.0
1423,24,10,4,2,20240103,7,1,1000.0,2400.0,
1424,38,15,2,3,20240328,4,2,1300.0,2900.0,5.0
1425,4,17,1,1,20240106,3,1,1500.0,2700.0,2.0
1426,8,25,3,1,20240215,7,3,800.0,5000.0,
1427,26,24,3,3,20240901,5,2,900.0,3900.0,4.0
1428,21,18,3,3,20240522,7,3,1800.0,4600.0,
1429,8,26,2,3,20240928,2,3,1600.0,2800.0,3.0
1430,8,13,1,1,20241106,4,3,2350.0,3950.0,
1431,15,19,2,1,20240915,4,3,1600.0,3200.0,5.0
1432,42,5,1,1,20240627,6,3,1800.0,3000.0,
1433,34,3,1,2,20240414,7,2,1450.0,2850.0,5.0
1434,46,14,3,1,20240831,4,1,2500.0,4100.0,
1435,3,5,2,3,20241225,6,1,300.0,1500.0,2.0
1436,43,14,2,3,20240801,7,1,300.0,3100.0,
1437,17,20,2,1,20240211,7,0,0.0,2800.0,5.0
1438,49,22,2,3,20241019,3,1,500.0,2300.0,3.0
1439,14,27,1,2,20240105,3,0,0.0,1800.0,2.0
1440,38,21,3,3,20241015,5,2,850.0,3850.0,3.0
1441,38,26,1,2,20241124,2,3,1850.0,3050.0,1.0
1442,34,26,3,2,20240524,2,2,1100.0,2300.0,5.0
1443,11,12,4,3,20240116,7,0,0.0,2800.0,3.0
1444,35,12,1,1,20240520,4,0,0.0,1600.0,4.0
1445,3,16,4,2,20240917,2,3,3050.0,3850.0,5.0
1446,32,25,3,2,20240612,5,1,1000.0,4000.0,3.0
1447,1,30,3,2,20241109,4,0,0.0,2400.0,5.0
1448,7,11,1,2,20240628,1,0,0.0,400.0,5.0
1449,14,8,4,3,20240719,5,1,400.0,1400.0,
1450,45,30,1,2,20240509,6,1,2500.0,6100.0,4.0
1451,25,21,2,1,20240229,4,1,1000.0,3400.0,2.0
1452,6,30,3,3,20240401,3,3,1300.0,3100.0,
1453,30,12,3,1,20240211,2,1,1000.0,1800.0,
1454,32,23,2,3,20241229,7,3,1750.0,5950.0,5.0
1455,4,22,4,2,20240422,2,0,0.0,1200.0,2.0
1456,28,15,2,1,20240316,1,0,0.0,400.0,5.0
1457,30,15,4,1,20240908,5,0,0.0,2000.0,3.0
1458,28,7,3,1,20240706,7,1,200.0,1600.0,1.0
1459,19,27,3,3,20240813,3,0,0.0,1800.0,5.0
1460,31,30,3,2,20240613,6,1,450.0,4050.0,
1461,3,27,4,1,20240831,4,3,3800.0,6200.0,2.0
1462,25,20,1,1,20240513,2,3,1200.0,2000.0,
1463,35,10,4,3,20240909,6,0,0.0,1200.0,
1464,15,4,3,2,20240323,1,1,500.0,700.0,
1465,35,2,3,2,20240120,2,2,1550.0,1950.0,4.0
1466,7,17,3,1,20240318,1,1,150.0,550.0,1.0
1467,21,17,4,2,20240730,6,3,1600.0,4000.0,1.0
1468,45,11,2,1,20240318,3,1,150.0,1350.0,1.0
1469,30,23,2,2,20240925,2,1,800.0,2000.0,1.0
1470,23,12,2,1,20240419,2,1,500.0,1300.0,2.0
1471,18,13,3,3,20240819,3,0,0.0,1200.0,
1472,37,1,2,3,20241229,5,3,2550.0,3550.0,3.0
1473,29,1,4,1,20240528,3,0,0.0,600.0,4.0
1474,40,19,4,3,20241207,2,3,3650.0,4450.0,5.0
1475,5,10,4,2,20240626,3,1,1500.0,2100.0,
1476,19,22,3,3,20240124,7,2,1350.0,5550.0,3.0
1477,11,7,4,3,20240126,1,2,1500.0,1700.0,
1478,22,10,1,2,20240819,1,3,2750.0,2950.0,1.0
1479,27,4,1,1,20240721,2,2,1450.0,1850.0,
1480,27,13,4,1,20241214,5,0,0.0,2000.0,
1481,35,2,1,2,20240815,5,2,1300.0,2300.0,3.0
1482,26,27,1,2,20240304,5,0,0.0,3000.0,3.0
1483,10,18,4,3,20240925,4,2,650.0,2250.0,
1484,49,25,1,1,20240621,7,0,0.0,4200.0,
1485,32,8,2,2,20241012,5,3,2400.0,3400.0,3.0
1486,34,19,3,2,20240905,6,1,150.0,2550.0,5.0
1487,18,26,1,1,20241109,6,0,0.0,3600.0,3.0
1488,33,2,2,1,20240204,7,3,1300.0,2700.0,3.0
1489,41,17,1,1,20241126,6,2,950.0,3350.0,
1490,15,19,4,1,20240820,3,3,1800.0,3000.0,1.0
1491,11,21,1,2,20241220,4,3,2300.0,4700.0,
1492,50,28,3,1,20240912,7,3,900.0,5100.0,
1493,24,14,2,1,20240302,4,2,900.0,2500.0,3.0
1494,43,30,2,1,20240604,6,0,0.0,3600.0,
1495,40,30,4,3,20241127,7,0,0.0,4200.0,5.0
1496,31,18,2,2,20241018,5,1,200.0,2200.0,
1497,13,28,2,3,20240904,6,0,0.0,3600.0,
1498,40,1,2,3,20241009,2,1,750.0,1150.0,4.0
1499,29,17,1,2,20241106,3,2,2600.0,3800.0,3.0
1500,44,8,3,1,20240412,2,2,2700.0,3100.0,2.0
1501,36,30,1,1,20240515,7,0,0.0,4200.0,3.0
1502,33,19,4,1,20240320,2,3,850.0,1650.0,
1503,46,9,3,1,20241008,3,1,200.0,800.0,1.0
1504,35,20,3,3,20241012,5,0,0.0,2000.0,5.0
1505,46,9,2,3,20240825,7,2,1100.0,2500.0,3.0
1506,10,7,3,1,20240811,1,0,0.0,200.0,2.0
1507,25,24,4,3,20241228,2,0,0.0,1200.0,
1508,14,4,1,2,20240311,7,2,1050.0,2450.0,1.0
1509,18,5,1,2,20240928,2,2,500.0,900.0,4.0
1510,21,16,1,3,20240216,2,0,0.0,800.0,
1511,31,13,3,2,20240426,1,3,1050.0,1450.0,
1512,20,13,2,1,20240130,2,3,2950.0,3750.0,
1513,32,26,1,2,20240522,2,0,0.0,1200.0,
1514,46,15,3,3,20240107,3,3,1800.0,3000.0,1.0
