booking_id,customer_id,room_id,booking_channel_id,check_in_date,check_out_date,stay_length
959,4,1,4,2024-03-22T00:00:00,2024-03-24T00:00:00,2
960,45,15,2,2024-01-13T00:00:00,2024-01-16T00:00:00,3
961,23,24,1,2024-05-22T00:00:00,2024-05-24T00:00:00,2
962,1,3,2,2024-11-23T00:00:00,2024-11-27T00:00:00,4
963,33,2,1,2024-11-08T00:00:00,2024-11-13T00:00:00,5
964,45,11,4,2024-12-06T00:00:00,2024-12-12T00:00:00,6
965,21,24,2,2024-12-13T00:00:00,2024-12-14T00:00:00,1
966,36,14,4,2024-11-07T00:00:00,2024-11-08T00:00:00,1
967,42,7,2,2024-01-09T00:00:00,2024-01-12T00:00:00,3
968,23,15,1,2024-06-10T00:00:00,2024-06-12T00:00:00,2
969,29,27,1,2024-01-14T00:00:00,2024-01-19T00:00:00,5
970,13,15,4,2024-05-27T00:00:00,2024-06-03T00:00:00,7
971,22,29,4,2024-08-19T00:00:00,2024-08-21T00:00:00,2
972,31,30,2,2024-03-15T00:00:00,2024-03-22T00:00:00,7
973,40,27,1,2024-01-23T00:00:00,2024-01-25T00:00:00,2
974,13,26,3,2024-06-06T00:00:00,2024-06-09T00:00:00,3
975,38,16,2,2024-05-25T00:00:00,2024-05-31T00:00:00,6
976,41,26,1,2024-07-02T00:00:00,2024-07-09T00:00:00,7
977,43,17,2,2024-04-26T00:00:00,2024-04-30T00:00:00,4
978,41,6,4,2024-02-03T00:00:00,2024-02-05T00:00:00,2
979,3,18,4,2024-11-15T00:00:00,2024-11-21T00:00:00,6
980,22,12,1,2024-05-24T00:00:00,2024-05-25T00:00:00,1
981,20,8,3,2024-01-17T00:00:00,2024-01-22T00:00:00,5
982,13,30,3,2024-12-17T00:00:00,2024-12-19T00:00:00,2
983,27,11,3,2024-08-25T00:00:00,2024-08-28T00:00:00,3
984,18,6,2,2024-06-09T00:00:00,2024-06-10T00:00:00,1
985,37,20,1,2024-03-20T00:00:00,2024-03-26T00:00:00,6
986,21,13,1,2024-02-12T00:00:00,2024-02-17T00:00:00,5
987,34,1,4,2024-07-07T00:00:00,2024-07-10T00:00:00,3
988,22,4,4,2024-02-09T00:00:00,2024-02-15T00:00:00,6
989,31,22,1,2024-08-26T00:00:00,2024-08-29T00:00:00,3
990,29,5,3,2024-11-21T00:00:00,2024-11-28T00:00:00,7
991,30,3,4,2024-11-06T00:00:00,2024-11-09T00:00:00,3
992,36,5,2,2024-01-06T00:00:00,2024-01-11T00:00:00,5
993,12,21,2,2024-12-06T00:00:00,2024-12-09T00:00:00,3
994,42,3,1,2024-10-29T00:00:00,2024-11-02T00:00:00,4
995,24,7,3,2024-11-21T00:00:00,2024-11-24T00:00:00,3
996,11,22,2,2024-04-16T00:00:00,2024-04-20T00:00:00,4
997,10,1,4,2024-12-25T00:00:00,2024-12-31T00:00:00,6
998,4,13,3,2024-07-25T00:00:00,2024-07-28T00:00:00,3
999,7,9,4,2024-09-16T00:00:00,2024-09-22T00:00:00,6
1000,35,26,4,2024-01-28T00:00:00,2024-01-29T00:00:00,1
1001,17,10,2,2024-11-17T00:00:00,2024-11-23T00:00:00,6
1002,22,23,2,2024-11-26T00:00:00,2024-12-01T00:00:00,5
1003,5,21,4,2024-02-03T00:00:00,2024-02-09T00:00:00,6
1004,3,29,2,2024-12-19T00:00:00,2024-12-22T00:00:00,3
1005,9,12,4,2024-10-25T00:00:00,2024-10-28T00:00:00,3
1006,50,2,1,2024-01-04T00:00:00,2024-01-08T00:00:00,4
1007,28,9,3,2024-06-08T00:00:00,2024-06-13T00:00:00,5
1008,49,20,2,2024-05-24T00:00:00,2024-05-25T00:00:00,1
1009,7,8,1,2024-05-29T00:00:00,2024-06-01T00:00:00,3
1010,6,13,3,2024-12-28T00:00:00,2024-12-30T00:00:00,2
1011,2,3,3,2024-09-23T00:00:00,2024-09-26T00:00:00,3
1012,15,16,3,2024-11-24T00:00:00,2024-11-26T00:00:00,2
1013,22,25,4,2024-11-26T00:00:00,2024-11-29T00:00:00,3
1014,30,24,1,2024-06-22T00:00:00,2024-06-24T00:00:00,2
1015,7,1,2,2024-12-21T00:00:00,2024-12-26T00:00:00,5
1016,47,17,3,2024-12-08T00:00:00,2024-12-11T00:00:00,3
1017,31,4,3,2024-05-13T00:00:00,2024-05-20T00:00:00,7
1018,6,29,1,2024-01-04T00:00:00,2024-01-08T00:00:00,4
1019,20,7,3,2024-04-12T00:00:00,2024-04-16T00:00:00,4
1020,35,24,3,2024-09-27T00:00:00,2024-10-04T00:00:00,7
1021,2,4,4,2024-08-22T00:00:00,2024-08-26T00:00:00,4
1022,34,4,4,2024-02-04T00:00:00,2024-02-11T00:00:00,7
1023,40,10,3,2024-03-11T00:00:00,2024-03-16T00:00:00,5
1024,44,21,4,2024-04-30T00:00:00,2024-05-04T00:00:00,4
1025,46,27,1,2024-12-15T00:00:00,2024-12-18T00:00:00,3
1026,24,14,4,2024-10-06T00:00:00,2024-10-12T00:00:00,6
1027,19,28,2,2024-01-07T00:00:00,2024-01-12T00:00:00,5
1028,9,20,1,2024-02-01T00:00:00,2024-02-04T00:00:00,3
1029,32,13,2,2024-03-06T00:00:00,2024-03-07T00:00:00,1
1030,17,9,1,2024-05-24T00:00:00,2024-05-31T00:00:00,7
1031,24,9,2,2024-05-31T00:00:00,2024-06-04T00:00:00,4
1032,34,12,3,2024-06-30T00:00:00,2024-07-05T00:00:00,5
1033,15,25,2,2024-03-01T00:00:00,2024-03-05T00:00:00,4
1034,39,3,4,2024-04-23T00:00:00,2024-04-24T00:00:00,1
1035,29,25,2,2024-07-14T00:00:00,2024-07-17T00:00:00,3
1036,47,20,2,2024-06-30T00:00:00,2024-07-02T00:00:00,2
1037,8,27,2,2024-04-11T00:00:00,2024-04-15T00:00:00,4
1038,2,20,4,2024-04-28T00:00:00,2024-05-04T00:00:00,6
1039,50,15,1,2024-10-21T00:00:00,2024-10-22T00:00:00,1
1040,22,14,1,2024-02-13T00:00:00,2024-02-14T00:00:00,1
1041,44,3,2,2024-10-28T00:00:00,2024-11-03T00:00:00,6
1042,14,25,4,2024-06-01T00:00:00,2024-06-05T00:00:00,4
1043,43,8,4,2024-01-15T00:00:00,2024-01-21T00:00:00,6
1044,23,15,4,2024-02-01T00:00:00,2024-02-03T00:00:00,2
1045,2,1,4,2024-07-21T00:00:00,2024-07-25T00:00:00,4
1046,8,13,2,2024-05-03T00:00:00,2024-05-08T00:00:00,5
1047,48,7,2,2024-08-02T00:00:00,2024-08-06T00:00:00,4
1048,41,30,3,2024-11-28T00:00:00,2024-12-05T00:00:00,7
1049,7,30,2,2024-06-18T00:00:00,2024-06-19T00:00:00,1
1050,27,19,1,2024-08-31T00:00:00,2024-09-05T00:00:00,5
1051,27,13,1,2024-11-10T00:00:00,2024-11-15T00:00:00,5
1052,30,7,2,2024-03-30T00:00:00,2024-04-05T00:00:00,6
1053,24,5,3,2024-12-05T00:00:00,2024-12-08T00:00:00,3
1054,22,28,1,2024-11-20T00:00:00,2024-11-22T00:00:00,2
1055,44,3,3,2024-08-25T00:00:00,2024-09-01T00:00:00,7
1056,27,1,2,2024-08-23T00:00:00,2024-08-29T00:00:00,6
1057,44,9,1,2024-04-19T00:00:00,2024-04-22T00:00:00,3
1058,39,14,1,2024-07-25T00:00:00,2024-07-28T00:00:00,3
1059,33,19,2,2024-01-31T00:00:00,2024-02-07T00:00:00,7
1060,19,1,1,2024-01-13T00:00:00,2024-01-16T00:00:00,3
1061,22,20,2,2024-10-04T00:00:00,2024-10-06T00:00:00,2
1062,44,8,2,2024-08-20T00:00:00,2024-08-25T00:00:00,5
1063,40,24,4,2024-10-03T00:00:00,2024-10-10T00:00:00,7
1064,35,29,3,2024-01-31T00:00:00,2024-02-05T00:00:00,5
1065,13,11,3,2024-11-25T00:00:00,2024-11-27T00:00:00,2
1066,49,5,1,2024-09-10T00:00:00,2024-09-13T00:00:00,3
1067,44,7,4,2024-02-23T00:00:00,2024-02-27T00:00:00,4
1068,16,12,1,2024-04-06T00:00:00,2024-04-11T00:00:00,5
1069,36,8,2,2024-08-12T00:00:00,2024-08-14T00:00:00,2
1070,46,13,4,2024-12-21T00:00:00,2024-12-25T00:00:00,4
1071,18,7,2,2024-05-18T00:00:00,2024-05-21T00:00:00,3
1072,2,6,3,2024-08-02T00:00:00,2024-08-03T00:00:00,1
1073,30,8,4,2024-05-06T00:00:00,2024-05-09T00:00:00,3
1074,15,24,1,2024-04-26T00:00:00,2024-04-29T00:00:00,3
1075,16,27,1,2024-06-01T00:00:00,2024-06-03T00:00:00,2
1076,5,27,4,2024-08-29T00:00:00,2024-09-05T00:00:00,7
1077,45,30,2,2024-10-31T00:00:00,2024-11-07T00:00:00,7
1078,25,10,1,2024-08-11T00:00:00,2024-08-17T00:00:00,6
1079,34,10,3,2024-08-22T00:00:00,2024-08-23T00:00:00,1
1080,39,22,1,2024-08-30T00:00:00,2024-09-04T00:00:00,5
1081,27,7,1,2024-12-03T00:00:00,2024-12-08T00:00:00,5
1082,22,16,3,2024-02-22T00:00:00,2024-02-23T00:00:00,1
1083,15,25,3,2024-12-21T00:00:00,2024-12-28T00:00:00,7
1084,49,30,4,2024-04-28T00:00:00,2024-05-04T00:00:00,6
1085,22,18,2,2024-06-11T00:00:00,2024-06-15T00:00:00,4
1086,39,29,3,2024-11-01T00:00:00,2024-11-08T00:00:00,7
1087,18,4,2,2024-06-01T00:00:00,2024-06-03T00:00:00,2
1088,40,5,4,2024-06-14T00:00:00,2024-06-16T00:00:00,2
1089,5,12,2,2024-06-17T00:00:00,2024-06-18T00:00:00,1
1090,29,12,3,2024-10-18T00:00:00,2024-10-25T00:00:00,7
1091,30,8,3,2024-03-31T00:00:00,2024-04-02T00:00:00,2
1092,46,13,1,2024-02-04T00:00:00,2024-02-10T00:00:00,6
1093,20,28,4,2024-08-09T00:00:00,2024-08-14T00:00:00,5
1094,12,14,1,2024-05-03T00:00:00,2024-05-09T00:00:00,6
1095,28,5,4,2024-01-30T00:00:00,2024-02-02T00:00:00,3
1096,45,26,4,2024-03-10T00:00:00,2024-03-11T00:00:00,1
1097,13,19,2,2024-07-18T00:00:00,2024-07-20T00:00:00,2
1098,48,10,3,2024-06-02T00:00:00,2024-06-03T00:00:00,1
1099,15,26,4,2024-09-27T00:00:00,2024-10-04T00:00:00,7
1100,13,21,1,2024-06-11T00:00:00,2024-06-15T00:00:00,4
1101,9,16,3,2024-04-21T00:00:00,2024-04-22T00:00:00,1
1102,25,20,1,2024-06-24T00:00:00,2024-06-27T00:00:00,3
1103,48,15,3,2024-12-01T00:00:00,2024-12-08T00:00:00,7
1104,8,5,4,2024-03-15T00:00:00,2024-03-19T00:00:00,4
1105,50,10,4,2024-12-25T00:00:00,2024-12-27T00:00:00,2
1106,18,16,4,2024-04-27T00:00:00,2024-04-30T00:00:00,3
1107,35,24,2,2024-12-10T00:00:00,2024-12-12T00:00:00,2
1108,4,1,1,2024-04-14T00:00:00,2024-04-19T00:00:00,5
1109,15,24,1,2024-05-06T00:00:00,2024-05-12T00:00:00,6
1110,11,23,1,2024-09-10T00:00:00,2024-09-11T00:00:00,1
1111,28,11,3,2024-09-18T00:00:00,2024-09-23T00:00:00,5
1112,20,1,1,2024-12-10T00:00:00,2024-12-14T00:00:00,4
1113,5,14,4,2024-10-02T00:00:00,2024-10-08T00:00:00,6
1114,19,25,2,2024-09-02T00:00:00,2024-09-06T00:00:00,4
1115,46,13,2,2024-06-28T00:00:00,2024-07-02T00:00:00,4
1116,17,27,4,2024-03-05T00:00:00,2024-03-11T00:00:00,6
1117,30,12,4,2024-03-29T00:00:00,2024-04-03T00:00:00,5
1118,18,29,4,2024-05-15T00:00:00,2024-05-20T00:00:00,5
1119,22,22,4,2024-09-03T00:00:00,2024-09-09T00:00:00,6
1120,8,13,3,2024-03-13T00:00:00,2024-03-15T00:00:00,2
1121,30,24,2,2024-07-14T00:00:00,2024-07-15T00:00:00,1
1122,11,19,2,2024-07-11T00:00:00,2024-07-18T00:00:00,7
1123,25,9,3,2024-08-01T00:00:00,2024-08-02T00:00:00,1
1124,32,6,4,2024-07-19T00:00:00,2024-07-23T00:00:00,4
1125,36,6,4,2024-12-24T00:00:00,2024-12-26T00:00:00,2
1126,50,29,2,2024-05-04T00:00:00,2024-05-08T00:00:00,4
1127,26,13,4,2024-07-24T00:00:00,2024-07-29T00:00:00,5
1128,45,24,1,2024-06-13T00:00:00,2024-06-16T00:00:00,3
1129,38,21,1,2024-05-01T00:00:00,2024-05-04T00:00:00,3
1130,16,1,3,2024-07-03T00:00:00,2024-07-08T00:00:00,5
1131,29,30,3,2024-01-21T00:00:00,2024-01-25T00:00:00,4
1132,6,1,2,2024-05-15T00:00:00,2024-05-18T00:00:00,3
1133,12,5,1,2024-07-02T00:00:00,2024-07-03T00:00:00,1
1134,32,15,3,2024-02-22T00:00:00,2024-02-29T00:00:00,7
1135,39,11,4,2024-12-24T00:00:00,2024-12-28T00:00:00,4
1136,25,3,3,2024-06-23T00:00:00,2024-06-27T00:00:00,4
1137,15,30,3,2024-09-02T00:00:00,2024-09-05T00:00:00,3
1138,23,13,2,2024-06-26T00:00:00,2024-06-27T00:00:00,1
1139,22,29,2,2024-02-21T00:00:00,2024-02-28T00:00:00,7
1140,8,15,1,2024-09-28T00:00:00,2024-09-30T00:00:00,2
1141,14,6,3,2024-04-09T00:00:00,2024-04-15T00:00:00,6
1142,33,26,3,2024-10-24T00:00:00,2024-10-29T00:00:00,5
1143,26,8,1,2024-10-17T00:00:00,2024-10-23T00:00:00,6
1144,33,1,4,2024-12-05T00:00:00,2024-12-06T00:00:00,1
1145,42,10,4,2024-03-02T00:00:00,2024-03-08T00:00:00,6
1146,31,23,4,2024-09-14T00:00:00,2024-09-20T00:00:00,6
1147,34,11,1,2024-10-21T00:00:00,2024-10-23T00:00:00,2
1148,43,12,1,2024-12-23T00:00:00,2024-12-30T00:00:00,7
1149,27,8,2,2024-10-16T00:00:00,2024-10-23T00:00:00,7
1150,1,22,2,2024-06-27T00:00:00,2024-07-01T00:00:00,4
1151,48,10,4,2024-03-30T00:00:00,2024-03-31T00:00:00,1
1152,13,21,3,2024-04-27T00:00:00,2024-04-29T00:00:00,2
1153,8,3,4,2024-04-09T00:00:00,2024-04-15T00:00:00,6
1154,5,21,3,2024-05-09T00:00:00,2024-05-11T00:00:00,2
1155,15,3,2,2024-05-13T00:00:00,2024-05-15T00:00:00,2
1156,18,29,2,2024-01-03T00:00:00,2024-01-07T00:00:00,4
1157,23,14,3,2024-12-23T00:00:00,2024-12-29T00:00:00,6
1158,29,2,2,2024-08-16T00:00:00,2024-08-21T00:00:00,5
1159,47,19,2,2024-01-13T00:00:00,2024-01-16T00:00:00,3
1160,41,28,4,2024-01-26T00:00:00,2024-01-31T00:00:00,5
1161,46,2,4,2024-08-11T00:00:00,2024-08-13T00:00:00,2
1162,4,18,1,2024-01-07T00:00:00,2024-01-14T00:00:00,7
1163,21,14,2,2024-09-25T00:00:00,2024-09-28T00:00:00,3
1164,10,2,2,2024-11-19T00:00:00,2024-11-24T00:00:00,5
1165,49,19,2,2024-03-28T00:00:00,2024-04-03T00:00:00,6
1166,21,25,1,2024-12-07T00:00:00,2024-12-11T00:00:00,4
1167,9,3,4,2024-10-25T00:00:00,2024-10-29T00:00:00,4
1168,34,14,3,2024-11-29T00:00:00,2024-11-30T00:00:00,1
1169,30,7,4,2024-07-27T00:00:00,2024-08-02T00:00:00,6
1170,15,16,1,2024-05-03T00:00:00,2024-05-05T00:00:00,2
1171,43,1,4,2024-12-07T00:00:00,2024-12-14T00:00:00,7
1172,37,12,4,2024-03-12T00:00:00,2024-03-19T00:00:00,7
1173,4,22,3,2024-05-04T00:00:00,2024-05-06T00:00:00,2
1174,9,7,3,2024-07-27T00:00:00,2024-07-28T00:00:00,1
1175,5,2,1,2024-03-03T00:00:00,2024-03-05T00:00:00,2
1176,41,3,2,2024-05-15T00:00:00,2024-05-18T00:00:00,3
1177,28,27,3,2024-08-26T00:00:00,2024-08-28T00:00:00,2
1178,3,23,4,2024-04-03T00:00:00,2024-04-06T00:00:00,3
1179,11,23,3,2024-06-27T00:00:00,2024-06-28T00:00:00,1
1180,27,22,1,2024-03-01T00:00:00,2024-03-05T00:00:00,4
1181,8,3,3,2024-11-23T00:00:00,2024-11-29T00:00:00,6
1182,24,3,3,2024-10-28T00:00:00,2024-10-29T00:00:00,1
1183,41,17,1,2024-01-16T00:00:00,2024-01-22T00:00:00,6
1184,3,7,2,2024-04-25T00:00:00,2024-04-30T00:00:00,5
1185,33,7,2,2024-12-14T00:00:00,2024-12-16T00:00:00,2
1186,37,20,1,2024-08-22T00:00:00,2024-08-29T00:00:00,7
1187,34,7,3,2024-11-14T00:00:00,2024-11-15T00:00:00,1
1188,27,25,4,2024-05-16T00:00:00,2024-05-22T00:00:00,6
1189,14,21,3,2024-09-16T00:00:00,2024-09-20T00:00:00,4
1190,17,26,4,2024-06-02T00:00:00,2024-06-06T00:00:00,4
1191,43,26,3,2024-10-28T00:00:00,2024-11-01T00:00:00,4
1192,20,3,1,2024-03-03T00:00:00,2024-03-04T00:00:00,1
1193,29,6,3,2024-08-18T00:00:00,2024-08-19T00:00:00,1
1194,46,30,2,2024-10-24T00:00:00,2024-10-27T00:00:00,3
1195,50,6,3,2024-01-02T00:00:00,2024-01-05T00:00:00,3
1196,17,8,3,2024-09-27T00:00:00,2024-09-29T00:00:00,2
1197,3,6,3,2024-09-29T00:00:00,2024-10-06T00:00:00,7
1198,22,20,3,2024-03-19T00:00:00,2024-03-25T00:00:00,6
1199,18,21,2,2024-09-27T00:00:00,2024-09-28T00:00:00,1
1200,31,2,4,2024-03-07T00:00:00,2024-03-14T00:00:00,7
1201,7,24,1,2024-08-06T00:00:00,2024-08-09T00:00:00,3
1202,46,15,1,2024-04-11T00:00:00,2024-04-14T00:00:00,3
1203,47,24,2,2024-08-26T00:00:00,2024-09-02T00:00:00,7
1204,18,29,1,2024-07-11T00:00:00,2024-07-15T00:00:00,4
1205,18,4,1,2024-01-05T00:00:00,2024-01-10T00:00:00,5
1206,8,12,3,2024-03-22T00:00:00,2024-03-25T00:00:00,3
1207,12,25,3,2024-02-10T00:00:00,2024-02-16T00:00:00,6
1208,46,11,2,2024-06-06T00:00:00,2024-06-13T00:00:00,7
1209,31,3,2,2024-02-09T00:00:00,2024-02-16T00:00:00,7
1210,14,9,1,2024-04-06T00:00:00,2024-04-11T00:00:00,5
1211,14,4,3,2024-09-19T00:00:00,2024-09-26T00:00:00,7
1212,27,27,3,2024-12-10T00:00:00,2024-12-11T00:00:00,1
1213,50,30,3,2024-06-27T00:00:00,2024-07-04T00:00:00,7
1214,48,3,4,2024-10-08T00:00:00,2024-10-13T00:00:00,5
1215,50,29,3,2024-05-12T00:00:00,2024-05-18T00:00:00,6
1216,36,9,4,2024-06-01T00:00:00,2024-06-04T00:00:00,3
1217,12,10,1,2024-06-01T00:00:00,2024-06-02T00:00:00,1
1218,42,8,1,2024-10-05T00:00:00,2024-10-11T00:00:00,6
1219,15,21,2,2024-02-08T00:00:00,2024-02-15T00:00:00,7
1220,2,19,2,2024-08-16T00:00:00,2024-08-21T00:00:00,5
1221,48,7,1,2024-05-28T00:00:00,2024-06-03T00:00:00,6
1222,23,21,1,2024-04-25T00:00:00,2024-04-30T00:00:00,5
1223,30,28,1,2024-08-08T00:00:00,2024-08-13T00:00:00,5
1224,27,19,2,2024-06-25T00:00:00,2024-06-29T00:00:00,4
1225,3,15,4,2024-02-11T00:00:00,2024-02-18T00:00:00,7
1226,47,12,4,2024-09-16T00:00:00,2024-09-22T00:00:00,6
1227,7,19,2,2024-07-20T00:00:00,2024-07-25T00:00:00,5
1228,33,2,3,2024-09-03T00:00:00,2024-09-09T00:00:00,6
1229,8,4,4,2024-12-25T00:00:00,2024-12-28T00:00:00,3
1230,8,23,3,2024-03-13T00:00:00,2024-03-18T00:00:00,5
1231,25,8,4,2024-09-10T00:00:00,2024-09-16T00:00:00,6
1232,17,26,3,2024-04-02T00:00:00,2024-04-05T00:00:00,3
1233,32,20,1,2024-02-23T00:00:00,2024-03-01T00:00:00,7
1234,37,13,1,2024-06-20T00:00:00,2024-06-25T00:00:00,5
1235,44,8,4,2024-05-06T00:00:00,2024-05-07T00:00:00,1
1236,46,26,3,2024-01-13T00:00:00,2024-01-20T00:00:00,7
1237,36,28,4,2024-08-12T00:00:00,2024-08-14T00:00:00,2
1238,17,4,1,2024-08-30T00:00:00,2024-09-04T00:00:00,5
1239,48,28,2,2024-05-01T00:00:00,2024-05-06T00:00:00,5
1240,34,1,4,2024-02-07T00:00:00,2024-02-10T00:00:00,3
1241,6,4,2,2024-06-09T00:00:00,2024-06-15T00:00:00,6
1242,47,13,4,2024-12-08T00:00:00,2024-12-14T00:00:00,6
1243,9,21,1,2024-11-03T00:00:00,2024-11-07T00:00:00,4
1244,13,2,2,2024-12-06T00:00:00,2024-12-13T00:00:00,7
1245,22,22,4,2024-07-21T00:00:00,2024-07-27T00:00:00,6
1246,25,27,4,2024-04-25T00:00:00,2024-05-02T00:00:00,7
1247,13,14,4,2024-10-04T00:00:00,2024-10-11T00:00:00,7
1248,32,25,1,2024-10-23T00:00:00,2024-10-26T00:00:00,3
1249,18,17,4,2024-02-20T00:00:00,2024-02-24T00:00:00,4
1250,35,25,3,2024-06-06T00:00:00,2024-06-08T00:00:00,2
1251,38,8,3,2024-07-04T00:00:00,2024-07-06T00:00:00,2
1252,48,9,2,2024-06-07T00:00:00,2024-06-12T00:00:00,5
1253,3,19,2,2024-05-11T00:00:00,2024-05-12T00:00:00,1
1254,48,10,4,2024-07-05T00:00:00,2024-07-07T00:00:00,2
1255,50,30,3,2024-04-22T00:00:00,2024-04-29T00:00:00,7
1256,21,4,2,2024-11-05T00:00:00,2024-11-09T00:00:00,4
1257,2,25,1,2024-02-20T00:00:00,2024-02-25T00:00:00,5
1258,31,23,4,2024-05-30T00:00:00,2024-06-06T00:00:00,7
1259,21,1,4,2024-06-26T00:00:00,2024-06-29T00:00:00,3
1260,31,18,1,2024-01-22T00:00:00,2024-01-26T00:00:00,4
1261,15,20,2,2024-03-03T00:00:00,2024-03-07T00:00:00,4
1262,27,8,1,2024-02-05T00:00:00,2024-02-08T00:00:00,3
1263,47,26,2,2024-08-25T00:00:00,2024-08-31T00:00:00,6
1264,1,4,3,2024-10-04T00:00:00,2024-10-11T00:00:00,7
1265,16,8,1,2024-06-04T00:00:00,2024-06-07T00:00:00,3
1266,36,20,1,2024-12-29T00:00:00,2025-01-03T00:00:00,5
1267,37,29,2,2024-06-09T00:00:00,2024-06-14T00:00:00,5
1268,1,27,4,2024-06-15T00:00:00,2024-06-20T00:00:00,5
1269,43,29,3,2024-09-10T00:00:00,2024-09-14T00:00:00,4
1270,22,6,4,2024-06-08T00:00:00,2024-06-14T00:00:00,6
1271,44,5,2,2024-02-13T00:00:00,2024-02-17T00:00:00,4
1272,9,27,4,2024-01-14T00:00:00,2024-01-21T00:00:00,7
1273,36,17,3,2024-12-03T00:00:00,2024-12-09T00:00:00,6
1274,18,16,4,2024-01-10T00:00:00,2024-01-14T00:00:00,4
1275,48,15,4,2024-06-01T00:00:00,2024-06-04T00:00:00,3
1276,30,18,4,2024-08-03T00:00:00,2024-08-08T00:00:00,5
1277,15,27,3,2024-06-07T00:00:00,2024-06-09T00:00:00,2
1278,20,15,4,2024-04-12T00:00:00,2024-04-16T00:00:00,4
1279,17,15,1,2024-06-21T00:00:00,2024-06-23T00:00:00,2
1280,11,18,2,2024-09-20T00:00:00,2024-09-23T00:00:00,3
1281,5,3,2,2024-06-07T00:00:00,2024-06-10T00:00:00,3
1282,28,19,1,2024-02-14T00:00:00,2024-02-18T00:00:00,4
1283,40,27,1,2024-01-09T00:00:00,2024-01-11T00:00:00,2
1284,48,12,3,2024-08-25T00:00:00,2024-08-30T00:00:00,5
1285,37,8,1,2024-01-18T00:00:00,2024-01-25T00:00:00,7
1286,47,17,2,2024-07-12T00:00:00,2024-07-18T00:00:00,6
1287,19,28,3,2024-02-05T00:00:00,2024-02-11T00:00:00,6
1288,8,12,1,2024-06-11T00:00:00,2024-06-18T00:00:00,7
1289,23,22,1,2024-11-04T00:00:00,2024-11-06T00:00:00,2
1290,24,3,2,2024-11-14T00:00:00,2024-11-18T00:00:00,4
1291,40,17,2,2024-07-12T00:00:00,2024-07-15T00:00:00,3
1292,38,7,4,2024-04-22T00:00:00,2024-04-29T00:00:00,7
1293,1,13,2,2024-12-25T00:00:00,2024-12-29T00:00:00,4
1294,42,21,2,2024-11-08T00:00:00,2024-11-13T00:00:00,5
1295,48,26,3,2024-09-25T00:00:00,2024-09-26T00:00:00,1
1296,24,30,2,2024-12-22T00:00:00,2024-12-23T00:00:00,1
1297,22,1,4,2024-12-14T00:00:00,2024-12-21T00:00:00,7
1298,32,23,2,2024-05-24T00:00:00,2024-05-29T00:00:00,5
1299,9,18,2,2024-01-19T00:00:00,2024-01-21T00:00:00,2
1300,38,12,3,2024-08-24T00:00:00,2024-08-28T00:00:00,4
1301,34,25,4,2024-07-19T00:00:00,2024-07-26T00:00:00,7
1302,40,20,4,2024-03-08T00:00:00,2024-03-13T00:00:00,5
1303,31,24,3,2024-05-26T00:00:00,2024-05-30T00:00:00,4
1304,20,4,2,2024-04-07T00:00:00,2024-04-08T00:00:00,1
1305,7,2,4,2024-03-31T00:00:00,2024-04-05T00:00:00,5
1306,29,22,2,2024-08-11T00:00:00,2024-08-18T00:00:00,7
1307,41,12,3,2024-03-13T00:00:00,2024-03-14T00:00:00,1
1308,37,16,2,2024-10-27T00:00:00,2024-10-31T00:00:00,4
1309,43,7,4,2024-07-11T00:00:00,2024-07-16T00:00:00,5
1310,13,3,1,2024-06-04T00:00:00,2024-06-07T00:00:00,3
1311,28,9,4,2024-02-27T00:00:00,2024-03-02T00:00:00,4
1312,17,24,4,2024-12-30T00:00:00,2025-01-04T00:00:00,5
1313,17,1,1,2024-11-07T00:00:00,2024-11-13T00:00:00,6
1314,8,22,4,2024-09-16T00:00:00,2024-09-23T00:00:00,7
1315,12,11,2,2024-07-12T00:00:00,2024-07-14T00:00:00,2
1316,33,25,4,2024-06-18T00:00:00,2024-06-22T00:00:00,4
1317,3,24,4,2024-11-26T00:00:00,2024-11-30T00:00:00,4
1318,19,13,3,2024-11-10T00:00:00,2024-11-15T00:00:00,5
1319,34,30,2,2024-05-12T00:00:00,2024-05-15T00:00:00,3
1320,47,16,4,2024-10-14T00:00:00,2024-10-16T00:00:00,2
1321,36,15,3,2024-09-05T00:00:00,2024-09-06T00:00:00,1
1322,28,30,1,2024-02-23T00:00:00,2024-02-26T00:00:00,3
1323,11,14,2,2024-07-17T00:00:00,2024-07-18T00:00:00,1
1324,44,25,1,2024-03-29T00:00:00,2024-03-31T00:00:00,2
1325,12,22,2,2024-12-06T00:00:00,2024-12-08T00:00:00,2
1326,49,7,3,2024-09-05T00:00:00,2024-09-10T00:00:00,5
1327,1,10,1,2024-04-15T00:00:00,2024-04-17T00:00:00,2
1328,16,6,2,2024-12-19T00:00:00,2024-12-24T00:00:00,5
1329,41,3,1,2024-08-19T00:00:00,2024-08-20T00:00:00,1
1330,43,10,3,2024-07-03T00:00:00,2024-07-05T00:00:00,2
1331,29,14,3,2024-09-21T00:00:00,2024-09-23T00:00:00,2
1332,24,7,1,2024-12-27T00:00:00,2024-12-29T00:00:00,2
1333,4,9,2,2024-08-09T00:00:00,2024-08-11T00:00:00,2
1334,25,23,2,2024-02-01T00:00:00,2024-02-05T00:00:00,4
1335,21,20,4,2024-05-24T00:00:00,2024-05-26T00:00:00,2
1336,21,3,1,2024-02-13T00:00:00,2024-02-19T00:00:00,6
