payment_id,booking_id,payment_type_id,amount,status
939,939,3,2500.0,Pending
940,940,2,4450.0,Paid
941,941,2,3800.0,Paid
942,942,3,4150.0,Pending
943,943,3,1800.0,Paid
944,944,3,2900.0,Paid
945,945,3,2100.0,Pending
946,946,3,1000.0,Pending
947,947,1,1400.0,Pending
948,948,1,3000.0,Pending
949,949,3,600.0,Paid
950,950,1,1800.0,Paid
951,951,1,3000.0,Paid
952,952,3,1100.0,Pending
953,953,1,2300.0,Paid
954,954,3,5250.0,Paid
955,955,3,2000.0,Pending
956,956,2,3000.0,Paid
957,957,2,5950.0,Pending
958,958,3,1400.0,Pending
959,959,3,1000.0,Pending
960,960,1,1200.0,Pending
961,961,2,2600.0,Pending
962,962,1,1200.0,Pending
963,963,2,1700.0,Pending
964,964,1,4550.0,Paid
965,965,1,3300.0,Pending
966,966,2,1600.0,Pending
967,967,3,900.0,Paid
968,968,1,1800.0,Paid
969,969,1,3650.0,Paid
970,970,2,2800.0,Pending
971,971,3,2900.0,Pending
972,972,1,6000.0,Pending
973,973,2,2550.0,Pending
974,974,1,1800.0,Paid
975,975,1,2400.0,Paid
976,976,3,5550.0,Pending
977,977,1,1600.0,Pending
978,978,3,700.0,Pending
979,979,2,3700.0,Paid
980,980,1,400.0,Paid
981,981,3,1000.0,Pending
982,982,1,1550.0,Paid
983,983,3,2500.0,Paid
984,984,2,800.0,Pending
985,985,3,3200.0,Pending
986,986,1,2650.0,Paid
987,987,2,600.0,Pending
988,988,3,1900.0,Paid
989,989,3,4000.0,Paid
990,990,2,2500.0,Pending
991,991,1,1050.0,Paid
992,992,1,1600.0,Paid
993,993,2,2000.0,Paid
994,994,3,800.0,Pending
995,995,3,600.0,Paid
996,996,2,2550.0,Pending
997,997,2,1200.0,Pending
998,998,1,1600.0,Pending
999,999,1,1200.0,Paid
1000,1000,3,2200.0,Pending
1001,1001,2,1500.0,Pending
1002,1002,1,3900.0,Paid
1003,1003,3,7100.0,Pending
1004,1004,1,4700.0,Paid
1005,1005,2,3050.0,Paid
1006,1006,1,2400.0,Paid
1007,1007,1,3500.0,Paid
1008,1008,2,400.0,Pending
1009,1009,3,1800.0,Pending
1010,1010,3,1000.0,Paid
1011,1011,2,1700.0,Paid
1012,1012,1,2200.0,Paid
1013,1013,1,3500.0,Paid
1014,1014,1,3700.0,Paid
1015,1015,1,1000.0,Pending
1016,1016,2,1200.0,Paid
1017,1017,2,1400.0,Paid
1018,1018,2,3400.0,Pending
1019,1019,1,2300.0,Pending
1020,1020,3,4200.0,Paid
1021,1021,3,800.0,Paid
1022,1022,2,1400.0,Paid
1023,1023,1,3900.0,Pending
1024,1024,1,4400.0,Paid
1025,1025,2,3650.0,Paid
1026,1026,2,2400.0,Paid
1027,1027,2,3100.0,Pending
1028,1028,2,1200.0,Pending
1029,1029,2,1000.0,Paid
1030,1030,3,3650.0,Paid
1031,1031,2,800.0,Paid
1032,1032,1,4700.0,Paid
1033,1033,3,3200.0,Pending
1034,1034,1,200.0,Pending
1035,1035,2,1800.0,Paid
1036,1036,1,1500.0,Pending
1037,1037,3,4100.0,Pending
1038,1038,1,2800.0,Paid
1039,1039,2,1300.0,Pending
1040,1040,1,900.0,Paid
1041,1041,3,3950.0,Paid
1042,1042,1,2600.0,Pending
1043,1043,3,1800.0,Paid
1044,1044,1,800.0,Pending
1045,1045,3,1800.0,Pending
1046,1046,1,2000.0,Pending
1047,1047,3,1350.0,Pending
1048,1048,2,4200.0,Paid
1049,1049,3,1000.0,Paid
1050,1050,2,2700.0,Pending
1051,1051,3,2600.0,Pending
1052,1052,3,2000.0,Paid
1053,1053,2,2300.0,Pending
1054,1054,1,2700.0,Pending
1055,1055,1,3500.0,Pending
1056,1056,2,3100.0,Pending
1057,1057,1,2850.0,Paid
1058,1058,3,1200.0,Pending
1059,1059,3,4300.0,Paid
1060,1060,3,3400.0,Pending
1061,1061,3,800.0,Paid
1062,1062,3,2500.0,Paid
1063,1063,1,4200.0,Pending
1064,1064,2,5000.0,Paid
1065,1065,1,2700.0,Paid
1066,1066,2,600.0,Paid
1067,1067,3,800.0,Paid
1068,1068,1,4300.0,Paid
1069,1069,2,1000.0,Paid
1070,1070,1,2000.0,Pending
1071,1071,3,3450.0,Pending
1072,1072,1,200.0,Paid
1073,1073,3,600.0,Pending
1074,1074,1,1800.0,Pending
1075,1075,1,1200.0,Pending
1076,1076,1,5700.0,Pending
1077,1077,2,4200.0,Paid
1078,1078,1,1200.0,Pending
1079,1079,2,200.0,Pending
1080,1080,1,4000.0,Paid
1081,1081,3,3800.0,Pending
1082,1082,1,700.0,Paid
1083,1083,1,5650.0,Paid
1084,1084,1,4950.0,Paid
1085,1085,1,1600.0,Paid
1086,1086,1,5500.0,Paid
1087,1087,3,1600.0,Pending
1088,1088,1,2700.0,Pending
1089,1089,2,400.0,Paid
1090,1090,1,2800.0,Pending
1091,1091,1,400.0,Paid
1092,1092,2,3900.0,Pending
1093,1093,2,4250.0,Paid
1094,1094,1,4900.0,Paid
1095,1095,1,800.0,Paid
1096,1096,3,600.0,Paid
1097,1097,3,1200.0,Paid
1098,1098,3,200.0,Paid
1099,1099,3,5400.0,Paid
1100,1100,2,3650.0,Pending
1101,1101,2,1400.0,Paid
1102,1102,1,1200.0,Pending
1103,1103,2,2800.0,Paid
1104,1104,1,1850.0,Paid
1105,1105,3,400.0,Pending
1106,1106,3,2500.0,Pending
1107,1107,3,3250.0,Pending
1108,1108,3,1450.0,Paid
1109,1109,3,3600.0,Paid
1110,1110,2,2500.0,Pending
1111,1111,1,4000.0,Pending
1112,1112,1,1250.0,Paid
1113,1113,1,3500.0,Paid
1114,1114,2,2500.0,Pending
1115,1115,3,1600.0,Paid
1116,1116,1,5050.0,Paid
1117,1117,1,3800.0,Paid
1118,1118,3,4200.0,Pending
1119,1119,2,5500.0,Pending
1120,1120,2,1800.0,Pending
1121,1121,3,1400.0,Paid
1122,1122,1,6300.0,Pending
1123,1123,2,2800.0,Pending
1124,1124,3,1400.0,Paid
1125,1125,3,500.0,Pending
1126,1126,3,2400.0,Paid
1127,1127,2,5150.0,Paid
1128,1128,2,3900.0,Paid
1129,1129,1,5100.0,Pending
1130,1130,1,2550.0,Paid
1131,1131,2,3750.0,Pending
1132,1132,2,600.0,Paid
1133,1133,2,1750.0,Pending
1134,1134,1,4600.0,Pending
1135,1135,3,4200.0,Pending
1136,1136,2,1100.0,Pending
1137,1137,2,1800.0,Paid
1138,1138,2,1350.0,Pending
1139,1139,3,6200.0,Paid
1140,1140,3,3700.0,Pending
1141,1141,3,2600.0,Paid
1142,1142,3,3500.0,Paid
1143,1143,2,3400.0,Pending
1144,1144,2,1250.0,Pending
1145,1145,2,2300.0,Paid
1146,1146,1,6250.0,Pending
1147,1147,2,3650.0,Pending
1148,1148,3,3850.0,Paid
1149,1149,3,4350.0,Pending
1150,1150,1,2400.0,Pending
1151,1151,3,1300.0,Paid
1152,1152,3,1600.0,Pending
1153,1153,1,1650.0,Pending
1154,1154,1,2250.0,Paid
1155,1155,3,2200.0,Paid
1156,1156,2,2900.0,Pending
1157,1157,3,2400.0,Paid
1158,1158,1,3150.0,Paid
1159,1159,2,1200.0,Paid
1160,1160,2,3400.0,Pending
1161,1161,3,1050.0,Pending
1162,1162,3,2800.0,Pending
1163,1163,1,2300.0,Paid
1164,1164,2,1750.0,Paid
1165,1165,2,5600.0,Pending
1166,1166,1,2800.0,Pending
1167,1167,1,800.0,Paid
1168,1168,2,1450.0,Paid
1169,1169,1,3200.0,Pending
1170,1170,3,1950.0,Paid
1171,1171,1,3200.0,Pending
1172,1172,2,3250.0,Pending
1173,1173,3,1200.0,Paid
1174,1174,2,3000.0,Paid
1175,1175,3,400.0,Paid
1176,1176,3,2600.0,Paid
1177,1177,3,1200.0,Paid
1178,1178,2,2200.0,Pending
1179,1179,3,3100.0,Pending
1180,1180,1,3400.0,Pending
1181,1181,1,1650.0,Paid
1182,1182,2,1050.0,Paid
1183,1183,1,5600.0,Paid
1184,1184,2,2850.0,Paid
1185,1185,3,3500.0,Pending
1186,1186,3,2800.0,Pending
1187,1187,3,350.0,Paid
1188,1188,2,4200.0,Paid
1189,1189,1,3350.0,Paid
1190,1190,1,5400.0,Pending
1191,1191,1,5150.0,Paid
1192,1192,1,200.0,Pending
1193,1193,3,1250.0,Pending
1194,1194,3,2200.0,Pending
1195,1195,1,1000.0,Paid
1196,1196,1,400.0,Pending
1197,1197,3,1400.0,Pending
1198,1198,1,4250.0,Paid
1199,1199,3,1000.0,Pending
1200,1200,1,1400.0,Paid
1201,1201,1,2550.0,Pending
1202,1202,2,3700.0,Paid
1203,1203,2,5650.0,Pending
1204,1204,3,2400.0,Pending
1205,1205,3,1000.0,Pending
1206,1206,1,2150.0,Pending
1207,1207,1,4600.0,Paid
1208,1208,3,2800.0,Pending
1209,1209,1,1400.0,Pending
1210,1210,3,1400.0,Pending
1211,1211,3,2400.0,Pending
1212,1212,3,1800.0,Paid
1213,1213,2,6550.0,Pending
1214,1214,2,1000.0,Pending
1215,1215,2,3600.0,Paid
1216,1216,3,2650.0,Paid
1217,1217,2,700.0,Pending
1218,1218,2,1200.0,Pending
1219,1219,3,5500.0,Pending
1220,1220,3,2150.0,Paid
1221,1221,3,3200.0,Paid
1222,1222,1,3650.0,Paid
1223,1223,1,3000.0,Pending
1224,1224,1,2850.0,Pending
1225,1225,3,4100.0,Paid
1226,1226,2,4400.0,Pending
1227,1227,2,4300.0,Paid
1228,1228,3,1750.0,Pending
1229,1229,3,1600.0,Pending
1230,1230,1,4100.0,Paid
1231,1231,1,1200.0,Paid
1232,1232,1,2900.0,Pending
1233,1233,3,4000.0,Paid
1234,1234,2,2000.0,Pending
1235,1235,1,2100.0,Pending
1236,1236,1,6050.0,Pending
1237,1237,2,1700.0,Paid
1238,1238,1,2950.0,Pending
1239,1239,2,3000.0,Paid
1240,1240,2,3750.0,Paid
1241,1241,1,1850.0,Paid
1242,1242,2,2400.0,Pending
1243,1243,3,3400.0,Pending
1244,1244,2,1400.0,Pending
1245,1245,1,4100.0,Paid
1246,1246,3,4200.0,Paid
1247,1247,1,3350.0,Pending
1248,1248,2,2800.0,Paid
1249,1249,1,1800.0,Paid
1250,1250,1,2000.0,Paid
1251,1251,2,2350.0,Pending
1252,1252,3,1150.0,Paid
1253,1253,2,700.0,Paid
1254,1254,3,800.0,Pending
1255,1255,1,4200.0,Paid
1256,1256,1,1000.0,Pending
1257,1257,3,3200.0,Paid
1258,1258,3,4500.0,Pending
1259,1259,1,3700.0,Paid
1260,1260,2,4600.0,Pending
1261,1261,3,1600.0,Pending
1262,1262,3,600.0,Paid
1263,1263,3,6100.0,Paid
1264,1264,1,1500.0,Paid
1265,1265,1,1600.0,Pending
1266,1266,2,2150.0,Pending
1267,1267,1,4550.0,Paid
1268,1268,2,3200.0,Paid
1269,1269,1,3150.0,Paid
1270,1270,2,3700.0,Paid
1271,1271,3,1200.0,Pending
1272,1272,3,4800.0,Pending
1273,1273,3,2400.0,Pending
1274,1274,2,3200.0,Paid
1275,1275,2,2300.0,Pending
1276,1276,3,4900.0,Paid
1277,1277,1,3350.0,Paid
1278,1278,2,3300.0,Pending
1279,1279,3,2450.0,Pending
1280,1280,1,2200.0,Paid
1281,1281,2,600.0,Pending
1282,1282,2,2000.0,Paid
1283,1283,3,1200.0,Paid
1284,1284,1,2950.0,Pending
1285,1285,1,1400.0,Pending
1286,1286,3,3100.0,Paid
1287,1287,2,6900.0,Paid
1288,1288,1,6000.0,Paid
1289,1289,1,3100.0,Pending
1290,1290,3,2650.0,Paid
1291,1291,1,1200.0,Paid
1292,1292,3,1600.0,Paid
1293,1293,2,1600.0,Paid
1294,1294,2,3000.0,Paid
1295,1295,3,600.0,Paid
1296,1296,2,3600.0,Paid
1297,1297,2,1850.0,Pending
1298,1298,1,3500.0,Paid
1299,1299,1,4050.0,Paid
1300,1300,3,3700.0,Pending
1301,1301,2,4600.0,Paid
1302,1302,1,2000.0,Paid
1303,1303,3,2400.0,Paid
1304,1304,1,200.0,Paid
1305,1305,1,1100.0,Paid
1306,1306,2,5200.0,Paid
1307,1307,3,400.0,Pending
1308,1308,3,2550.0,Pending
1309,1309,3,3200.0,Pending
1310,1310,3,1100.0,Pending
1311,1311,2,800.0,Paid
1312,1312,2,3400.0,Paid
1313,1313,2,2200.0,Paid
1314,1314,1,4200.0,Paid
1315,1315,1,1950.0,Pending
1316,1316,2,2900.0,Pending
1317,1317,3,5400.0,Paid
1318,1318,3,2950.0,Pending
1319,1319,2,2650.0,Paid
1320,1320,1,950.0,Paid
1321,1321,3,400.0,Pending
1322,1322,1,3400.0,Pending
1323,1323,1,1450.0,Pending
1324,1324,2,1200.0,Pending
1325,1325,2,4400.0,Paid
1326,1326,3,4250.0,Paid
1327,1327,1,600.0,Paid
1328,1328,3,3150.0,Pending
1329,1329,2,1600.0,Paid
1330,1330,3,1650.0,Pending
1331,1331,2,1900.0,Paid
1332,1332,3,1200.0,Pending
1333,1333,3,1650.0,Pending
1334,1334,3,3000.0,Pending
1335,1335,2,800.0,Paid
1336,1336,1,2600.0,Paid
1337,1337,2,6300.0,Paid
1338,1338,2,400.0,Pending
1339,1339,2,1700.0,Pending
1340,1340,1,200.0,Paid
1341,1341,2,400.0,Pending
1342,1342,3,1800.0,Pending
1343,1343,3,3950.0,Pending
1344,1344,3,4600.0,Paid
1345,1345,1,400.0,Pending
1346,1346,3,3750.0,Pending
1347,1347,1,2250.0,Paid
1348,1348,1,5500.0,Pending
1349,1349,2,5600.0,Pending
1350,1350,3,5900.0,Pending
1351,1351,2,3600.0,Pending
1352,1352,1,4100.0,Paid
1353,1353,2,3900.0,Paid
1354,1354,3,2000.0,Pending
1355,1355,2,3200.0,Paid
1356,1356,2,4200.0,Pending
1357,1357,2,2700.0,Paid
1358,1358,2,2600.0,Paid
1359,1359,1,2700.0,Pending
1360,1360,1,1600.0,Pending
1361,1361,1,2700.0,Paid
1362,1362,1,1300.0,Paid
1363,1363,2,1700.0,Pending
1364,1364,1,1600.0,Pending
1365,1365,2,750.0,Paid
1366,1366,1,2650.0,Paid
1367,1367,2,5100.0,Pending
1368,1368,1,2350.0,Paid
1369,1369,1,2950.0,Pending
1370,1370,2,2200.0,Pending
1371,1371,3,2750.0,Pending
1372,1372,1,1200.0,Paid
1373,1373,2,1200.0,Pending
1374,1374,3,3250.0,Paid
1375,1375,3,2900.0,Paid
1376,1376,2,4500.0,Pending
1377,1377,1,5200.0,Pending
1378,1378,3,3500.0,Pending
1379,1379,1,4300.0,Paid
1380,1380,3,3800.0,Pending
1381,1381,1,2900.0,Pending
1382,1382,3,2400.0,Pending
1383,1383,1,2600.0,Pending
1384,1384,2,5500.0,Pending
1385,1385,3,4200.0,Paid
1386,1386,2,2400.0,Pending
1387,1387,1,1000.0,Pending
1388,1388,2,1700.0,Pending
1389,1389,3,3400.0,Paid
1390,1390,1,2400.0,Pending
1391,1391,1,1600.0,Pending
1392,1392,3,1300.0,Paid
1393,1393,2,2400.0,Pending
1394,1394,1,400.0,Paid
1395,1395,1,2900.0,Pending
1396,1396,1,3300.0,Pending
1397,1397,1,4650.0,Paid
1398,1398,2,3400.0,Pending
1399,1399,2,2700.0,Pending
1400,1400,1,2400.0,Pending
1401,1401,3,1400.0,Paid
1402,1402,1,2600.0,Paid
1403,1403,1,2350.0,Pending
1404,1404,2,950.0,Paid
1405,1405,1,3800.0,Paid
1406,1406,1,2900.0,Paid
1407,1407,2,5550.0,Pending
1408,1408,1,3050.0,Pending
1409,1409,2,1800.0,Pending
1410,1410,2,3400.0,Pending
1411,1411,1,2250.0,Pending
1412,1412,2,1600.0,Paid
1413,1413,3,5650.0,Pending
1414,1414,3,2800.0,Pending
1415,1415,1,600.0,Paid
1416,1416,3,4000.0,Pending
1417,1417,2,3550.0,Pending
1418,1418,2,3000.0,Pending
1419,1419,1,1000.0,Paid
1420,1420,1,3000.0,Pending
1421,1421,3,2400.0,Paid
1422,1422,2,1200.0,Paid
1423,1423,2,2400.0,Paid
1424,1424,3,2900.0,Pending
1425,1425,1,2700.0,Paid
1426,1426,1,5000.0,Pending
1427,1427,3,3900.0,Paid
1428,1428,3,4600.0,Pending
1429,1429,3,2800.0,Pending
1430,1430,1,3950.0,Pending
1431,1431,1,3200.0,Pending
1432,1432,1,3000.0,Pending
1433,1433,2,2850.0,Pending
1434,1434,1,4100.0,Paid
1435,1435,3,1500.0,Pending
1436,1436,3,3100.0,Paid
1437,1437,1,2800.0,Paid
1438,1438,3,2300.0,Pending
1439,1439,2,1800.0,Pending
1440,1440,3,3850.0,Pending
1441,1441,2,3050.0,Paid
1442,1442,2,2300.0,Paid
1443,1443,3,2800.0,Pending
1444,1444,1,1600.0,Paid
1445,1445,2,3850.0,Pending
1446,1446,2,4000.0,Paid
1447,1447,2,2400.0,Paid
1448,1448,2,400.0,Pending
1449,1449,3,1400.0,Paid
1450,1450,2,6100.0,Paid
1451,1451,1,3400.0,Pending
1452,1452,3,3100.0,Paid
1453,1453,1,1800.0,Pending
1454,1454,3,5950.0,Pending
1455,1455,2,1200.0,Pending
1456,1456,1,400.0,Paid
1457,1457,1,2000.0,Pending
1458,1458,1,1600.0,Paid
1459,1459,3,1800.0,Paid
1460,1460,2,4050.0,Paid
1461,1461,1,6200.0,Pending
1462,1462,1,2000.0,Paid
1463,1463,3,1200.0,Paid
1464,1464,2,700.0,Pending
1465,1465,2,1950.0,Pending
1466,1466,1,550.0,Paid
1467,1467,2,4000.0,Paid
1468,1468,1,1350.0,Paid
1469,1469,2,2000.0,Paid
1470,1470,1,1300.0,Pending
1471,1471,3,1200.0,Paid
1472,1472,3,3550.0,Pending
1473,1473,1,600.0,Pending
1474,1474,3,4450.0,Pending
1475,1475,2,2100.0,Pending
1476,1476,3,5550.0,Paid
1477,1477,3,1700.0,Pending
1478,1478,2,2950.0,Pending
1479,1479,1,1850.0,Pending
1480,1480,1,2000.0,Pending
1481,1481,2,2300.0,Pending
1482,1482,2,3000.0,Pending
1483,1483,3,2250.0,Paid
1484,1484,1,4200.0,Pending
1485,1485,2,3400.0,Pending
1486,1486,2,2550.0,Paid
1487,1487,1,3600.0,Paid
1488,1488,1,2700.0,Paid
1489,1489,1,3350.0,Paid
1490,1490,1,3000.0,Paid
1491,1491,2,4700.0,Paid
1492,1492,1,5100.0,Pending
1493,1493,1,2500.0,Pending
1494,1494,1,3600.0,Paid
1495,1495,3,4200.0,Paid
1496,1496,2,2200.0,Paid
1497,1497,3,3600.0,Pending
1498,1498,3,1150.0,Pending
1499,1499,2,3800.0,Pending
1500,1500,1,3100.0,Pending
1501,1501,1,4200.0,Paid
1502,1502,1,1650.0,Paid
1503,1503,1,800.0,Paid
1504,1504,3,2000.0,Pending
1505,1505,3,2500.0,Paid
1506,1506,1,200.0,Paid
1507,1507,3,1200.0,Paid
1508,1508,2,2450.0,Pending
1509,1509,2,900.0,Paid
1510,1510,3,800.0,Pending
1511,1511,2,1450.0,Paid
1512,1512,1,3750.0,Pending
1513,1513,2,1200.0,Paid
1514,1514,3,3000.0,Pending
1515,1515,1,3000.0,Paid
1516,1516,1,3450.0,Paid
1517,1517,2,3850.0,Paid
1518,1518,2,3200.0,Paid
1519,1519,3,2950.0,Pending
1520,1520,3,3000.0,Pending
1521,1521,2,1200.0,Paid
1522,1522,3,1400.0,Pending
1523,1523,2,3900.0,Pending
1524,1524,3,850.0,Pending
1525,1525,2,1100.0,Pending
1526,1526,3,1000.0,Paid
1527,1527,2,1800.0,Paid
1528,1528,2,1900.0,Paid
1529,1529,3,2300.0,Paid
1530,1530,2,4600.0,Paid
1531,1531,1,4600.0,Pending
1532,1532,2,3350.0,Paid
1533,1533,1,2900.0,Pending
1534,1534,2,2900.0,Pending
1535,1535,1,800.0,Pending
1536,1536,3,1200.0,Pending
1537,1537,2,3900.0,Paid
1538,1538,2,200.0,Paid
1539,1539,1,1500.0,Pending
1540,1540,2,800.0,Pending
1541,1541,3,2350.0,Paid
1542,1542,3,2400.0,Paid
1543,1543,2,2200.0,Paid
1544,1544,1,7450.0,Paid
1545,1545,1,6150.0,Paid
1546,1546,2,3000.0,Pending
1547,1547,1,3600.0,Pending
1548,1548,2,3200.0,Pending
1549,1549,3,3050.0,Paid
1550,1550,2,3350.0,Paid
1551,1551,1,1950.0,Pending
1552,1552,2,4000.0,Pending
1553,1553,3,3200.0,Paid
1554,1554,3,2800.0,Pending
1555,1555,1,600.0,Paid
1556,1556,3,1800.0,Paid
1557,1557,3,1200.0,Pending
1558,1558,2,1600.0,Pending
1559,1559,2,3800.0,Paid
1560,1560,1,2400.0,Pending
1561,1561,3,4000.0,Paid
1562,1562,3,1600.0,Paid
1563,1563,2,5700.0,Paid
1564,1564,2,1200.0,Pending
1565,1565,3,3200.0,Paid
1566,1566,2,600.0,Pending
1567,1567,3,800.0,Paid
1568,1568,1,2100.0,Paid
1569,1569,2,2850.0,Pending
1570,1570,2,400.0,Pending
1571,1571,3,2450.0,Paid
1572,1572,2,1400.0,Paid
1573,1573,3,3300.0,Pending
1574,1574,3,2250.0,Paid
1575,1575,3,3200.0,Pending
1576,1576,2,3750.0,Paid
1577,1577,1,400.0,Pending
1578,1578,1,3500.0,Pending
1579,1579,2,1000.0,Paid
1580,1580,1,2700.0,Paid
1581,1581,1,3400.0,Paid
1582,1582,3,4200.0,Pending
1583,1583,2,3600.0,Pending
1584,1584,1,4300.0,Pending
1585,1585,1,1450.0,Pending
1586,1586,1,2000.0,Pending
1587,1587,3,3000.0,Pending
1588,1588,1,1600.0,Pending
1589,1589,3,2250.0,Paid
1590,1590,1,4200.0,Paid
1591,1591,1,800.0,Paid
1592,1592,2,2500.0,Paid
1593,1593,1,2050.0,Paid
1594,1594,2,1250.0,Paid
1595,1595,3,1600.0,Pending
1596,1596,1,2250.0,Pending
1597,1597,2,2350.0,Pending
1598,1598,1,3400.0,Pending
1599,1599,1,1000.0,Paid
1600,1600,2,4600.0,Pending
1601,1601,3,2350.0,Paid
1602,1602,3,1400.0,Pending
1603,1603,1,1850.0,Pending
1604,1604,2,1400.0,Pending
1605,1605,1,4300.0,Pending
1606,1606,1,4300.0,Pending
1607,1607,3,4100.0,Paid
1608,1608,3,1450.0,Paid
1609,1609,1,2100.0,Paid
1610,1610,2,700.0,Pending
1611,1611,3,3100.0,Pending
1612,1612,1,3750.0,Pending
1613,1613,2,3400.0,Pending
1614,1614,3,800.0,Pending
1615,1615,2,1800.0,Pending
1616,1616,2,4600.0,Pending
1617,1617,1,1000.0,Pending
1618,1618,1,1400.0,Paid
1619,1619,1,2400.0,Paid
1620,1620,2,1550.0,Pending
1621,1621,3,4350.0,Paid
1622,1622,1,1000.0,Pending
1623,1623,1,1000.0,Pending
1624,1624,3,5000.0,Pending
1625,1625,2,3100.0,Pending
1626,1626,2,800.0,Paid
1627,1627,2,4300.0,Paid
1628,1628,3,1800.0,Pending
1629,1629,2,1400.0,Pending
1630,1630,1,3250.0,Paid
1631,1631,2,3800.0,Pending
1632,1632,3,550.0,Pending
1633,1633,3,3400.0,Pending
1634,1634,3,4350.0,Pending
1635,1635,1,2100.0,Pending
1636,1636,2,700.0,Paid
1637,1637,3,1900.0,Pending
1638,1638,3,2950.0,Paid
1639,1639,3,2050.0,Paid
1640,1640,1,400.0,Pending
1641,1641,1,4100.0,Paid
1642,1642,2,600.0,Paid
1643,1643,1,400.0,Paid
1644,1644,3,1400.0,Pending
1645,1645,1,700.0,Paid
1646,1646,3,2000.0,Pending
1647,1647,2,1600.0,Pending
1648,1648,2,850.0,Paid
1649,1649,2,1750.0,Pending
1650,1650,2,2400.0,Pending
1651,1651,2,1000.0,Paid
1652,1652,3,3700.0,Paid
1653,1653,1,1400.0,Paid
1654,1654,1,4500.0,Paid
1655,1655,1,4900.0,Pending
1656,1656,3,1200.0,Pending
1657,1657,2,200.0,Paid
1658,1658,1,1300.0,Pending
1659,1659,3,400.0,Paid
1660,1660,3,3250.0,Paid
1661,1661,3,1800.0,Pending
1662,1662,3,3300.0,Paid
1663,1663,3,4600.0,Paid
1664,1664,3,3700.0,Pending
1665,1665,2,3600.0,Paid
1666,1666,1,2800.0,Paid
1667,1667,1,900.0,Paid
1668,1668,2,2450.0,Pending
1669,1669,3,2400.0,Pending
1670,1670,3,1400.0,Paid
1671,1671,1,1550.0,Paid
1672,1672,1,4500.0,Pending
1673,1673,2,200.0,Paid
1674,1674,3,3000.0,Pending
1675,1675,1,2500.0,Pending
1676,1676,3,2000.0,Pending
1677,1677,1,3750.0,Pending
1678,1678,2,5800.0,Paid
1679,1679,3,5650.0,Pending
1680,1680,3,5200.0,Pending
1681,1681,3,5700.0,Pending
1682,1682,2,400.0,Paid
1683,1683,1,500.0,Paid
1684,1684,3,3450.0,Pending
1685,1685,1,4900.0,Pending
1686,1686,3,3250.0,Paid
1687,1687,1,1600.0,Paid
1688,1688,3,1900.0,Paid
1689,1689,3,4950.0,Pending
1690,1690,2,3250.0,Paid
1691,1691,1,1400.0,Paid
1692,1692,1,2000.0,Paid
1693,1693,2,7000.0,Paid
1694,1694,3,2400.0,Paid
1695,1695,2,200.0,Pending
1696,1696,1,5550.0,Paid
1697,1697,3,1900.0,Pending
1698,1698,2,2700.0,Pending
1699,1699,2,3200.0,Pending
1700,1700,2,4000.0,Pending
1701,1701,1,2800.0,Pending
1702,1702,2,2950.0,Paid
1703,1703,3,2150.0,Paid
1704,1704,1,1250.0,Paid
1705,1705,2,1300.0,Paid
1706,1706,3,2100.0,Pending
1707,1707,1,1200.0,Paid
1708,1708,3,2200.0,Paid
1709,1709,3,5000.0,Pending
1710,1710,1,1500.0,Pending
1711,1711,2,4400.0,Paid
1712,1712,2,3100.0,Pending
1713,1713,2,2400.0,Pending
1714,1714,3,3400.0,Paid
1715,1715,1,200.0,Pending
1716,1716,1,2300.0,Paid
1717,1717,2,4400.0,Pending
1718,1718,1,200.0,Pending
1719,1719,2,3450.0,Paid
1720,1720,1,2500.0,Paid
1721,1721,3,3000.0,Paid
1722,1722,3,2000.0,Paid
1723,1723,3,3200.0,Pending
1724,1724,2,6000.0,Pending
1725,1725,3,4700.0,Paid
1726,1726,2,4300.0,Pending
1727,1727,1,1000.0,Paid
1728,1728,3,1300.0,Paid
1729,1729,3,4200.0,Paid
1730,1730,2,2500.0,Pending
1731,1731,1,800.0,Pending
1732,1732,2,5300.0,Pending
1733,1733,3,3300.0,Paid
1734,1734,1,4200.0,Pending
1735,1735,3,6050.0,Paid
1736,1736,1,400.0,Paid
1737,1737,3,4200.0,Paid
1738,1738,2,3950.0,Pending
1739,1739,2,1200.0,Pending
1740,1740,1,2500.0,Paid
1741,1741,3,3650.0,Paid
1742,1742,2,4400.0,Paid
1743,1743,1,2100.0,Pending
1744,1744,3,1800.0,Pending
1745,1745,1,4100.0,Pending
1746,1746,3,400.0,Pending
1747,1747,1,2200.0,Pending
1748,1748,3,1550.0,Paid
1749,1749,1,5100.0,Paid
1750,1750,3,4400.0,Paid
1751,1751,1,3600.0,Paid
1752,1752,2,1400.0,Pending
1753,1753,2,4000.0,Paid
1754,1754,1,1300.0,Paid
1755,1755,1,2400.0,Paid
1756,1756,2,3700.0,Paid
1757,1757,1,2300.0,Pending
1758,1758,2,4200.0,Pending
1759,1759,2,6100.0,Paid
1760,1760,3,3600.0,Pending
1761,1761,1,2400.0,Paid
1762,1762,3,1400.0,Paid
1763,1763,1,1800.0,Paid
1764,1764,1,2800.0,Pending
1765,1765,2,2000.0,Pending
1766,1766,3,900.0,Paid
1767,1767,1,3500.0,Pending
1768,1768,1,4200.0,Paid
1769,1769,2,2600.0,Paid
1770,1770,1,4200.0,Paid
1771,1771,2,400.0,Pending
1772,1772,2,850.0,Paid
1773,1773,2,3400.0,Pending
